mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
0.21391900380452475,0.004633803569730798,0.07214196523030598,0.007812297469477738,5,2,2,100,"{'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",0.4,0.3132530120481928,0.2222222222222222,0.3118250780901383,0.07258449703365341,89,0.5988023952095808,0.611764705882353,0.6703910614525139,0.6269860541814826,0.031144837631546365
0.49033697446187335,0.031747623465694756,0.08975052833557129,0.001989940385578552,5,2,2,200,"{'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}",0.41025641025641024,0.3,0.15789473684210525,0.28938371569950516,0.10329934711435751,101,0.6071428571428571,0.6153846153846154,0.6666666666666666,0.6297313797313797,0.02633303641781403
0.12280154228210449,0.012235157693605999,0.04673012097676595,0.008572659295867799,5,2,5,50,"{'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 50}",0.4155844155844156,0.37209302325581395,0.20512820512820512,0.3309352146561449,0.09071357133469587,69,0.5818181818181818,0.562874251497006,0.6704545454545454,0.6050489929232444,0.04689088646668258
0.2454984188079834,0.03916983549040634,0.07454506556193034,0.01976970314893467,5,2,5,100,"{'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",0.42105263157894735,0.3170731707317073,0.26506024096385544,0.33439534775817004,0.0648508537345754,68,0.5818181818181818,0.6,0.6815642458100558,0.6211274758760791,0.04337508500002038
0.5002909501393636,0.029420560812889403,0.08370343844095866,0.00634567162068682,5,2,5,200,"{'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}",0.4,0.3,0.18666666666666668,0.2955555555555555,0.08714965133834479,98,0.6153846153846154,0.5818181818181818,0.6704545454545454,0.6225524475524475,0.03653887977811286
0.177735964457194,0.023132137550755202,0.06680059432983398,0.008061339853581328,5,2,10,50,"{'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 50}",0.3561643835616438,0.36585365853658536,0.21333333333333335,0.31178379181052085,0.06972727870382495,90,0.525,0.5365853658536586,0.6162790697674418,0.5592881452070334,0.04057527397466259
0.31957268714904785,0.04599027036488753,0.08164008458455403,0.027569550424906407,5,2,10,100,"{'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 100}",0.3783783783783784,0.275,0.22784810126582278,0.2937421598814004,0.06286648550518618,100,0.5095541401273885,0.5868263473053892,0.64,0.5787934958109259,0.05355636044906539
0.46993740399678546,0.02708791324678072,0.09607323010762532,0.015993633238199436,5,2,10,200,"{'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 200}",0.39473684210526316,0.3037974683544304,0.18421052631578946,0.294248278925161,0.08621184247360048,99,0.5432098765432098,0.5644171779141104,0.6436781609195402,0.5837684051256202,0.04323826651878638
0.14822991689046225,0.01585206193533846,0.0547646681467692,0.010855992198164946,5,4,2,50,"{'max_depth': 5, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 50}",0.4155844155844156,0.34146341463414637,0.16,0.30568261007285397,0.10736556820414034,94,0.5575757575757576,0.5432098765432098,0.6358381502890174,0.5788745948026616,0.04070405077872616
0.306077241897583,0.010437085216725974,0.07091895739237468,0.006090381412942541,5,4,2,100,"{'max_depth': 5, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 100}",0.39473684210526316,0.3,0.136986301369863,0.27724104782504205,0.10644971501582116,106,0.5487804878048781,0.5432098765432098,0.6666666666666666,0.5862190103382515,0.05693052481758356
0.5544424057006836,0.030025304948493477,0.12384716669718425,0.020606407344436844,5,4,2,200,"{'max_depth': 5, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 200}",0.42105263157894735,0.275,0.136986301369863,0.2776796443162701,0.11598507191261131,104,0.5748502994011976,0.5157232704402516,0.6436781609195402,0.5780839102536631,0.05228738330133172
0.15860605239868164,0.014244563974434191,0.05907050768534342,0.01946307198302267,5,4,5,50,"{'max_depth': 5, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 50}",0.4155844155844156,0.34146341463414637,0.16,0.30568261007285397,0.10736556820414034,94,0.5575757575757576,0.5432098765432098,0.6358381502890174,0.5788745948026616,0.04070405077872616
0.2881770928700765,0.01136526984238104,0.07640639940897624,0.006121874675276178,5,4,5,100,"{'max_depth': 5, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 100}",0.39473684210526316,0.3,0.136986301369863,0.27724104782504205,0.10644971501582116,106,0.5487804878048781,0.5432098765432098,0.6666666666666666,0.5862190103382515,0.05693052481758356
0.4996043046315511,0.011574168491796768,0.08854246139526367,0.007584992007134616,5,4,5,200,"{'max_depth': 5, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 200}",0.42105263157894735,0.275,0.136986301369863,0.2776796443162701,0.11598507191261131,104,0.5748502994011976,0.5157232704402516,0.6436781609195402,0.5780839102536631,0.05228738330133172
0.17440485954284668,0.02496218460183206,0.06564935048421223,0.0041637081097261755,5,4,10,50,"{'max_depth': 5, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 50}",0.3561643835616438,0.325,0.21052631578947367,0.29723023311703917,0.06261512948509754,97,0.546583850931677,0.5093167701863354,0.6,0.5519668737060042,0.03721643671821337
0.3689844608306885,0.007456668779736432,0.07647395133972168,0.011487973528705123,5,4,10,100,"{'max_depth': 5, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 100}",0.3835616438356164,0.2564102564102564,0.21333333333333335,0.2844350778597354,0.07226553990698383,103,0.5308641975308642,0.5398773006134969,0.6242774566473989,0.56500631826392,0.042072238596249874
0.5131398836771647,0.03629681629018307,0.10755713780721028,0.012413666784074974,5,4,10,200,"{'max_depth': 5, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 200}",0.4,0.2564102564102564,0.16666666666666666,0.27435897435897433,0.09609969985424195,108,0.5542168674698795,0.525,0.6358381502890174,0.5716850059196323,0.046905051508677235
0.1540229320526123,0.033672076626024006,0.06911651293436687,0.025254861674068693,10,1,2,50,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 50}",0.4827586206896552,0.4742268041237113,0.4090909090909091,0.4553587779680919,0.03290121316208934,7,1.0,0.9734513274336283,0.9824561403508771,0.9853024892615018,0.011023740452613026
0.2945545514424642,0.017192146579054126,0.07807524998982747,0.016082257517286366,10,1,2,100,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",0.4827586206896552,0.4166666666666667,0.38202247191011235,0.4271492530888114,0.04178800770003158,9,1.0,0.9779735682819384,0.9824561403508771,0.9868099028776052,0.00950464306403152
0.4872423807779948,0.05563248643835459,0.10179281234741211,0.015593455171439693,10,1,2,200,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200}",0.4666666666666667,0.46808510638297873,0.4175824175824176,0.450778063544021,0.023480008175939662,8,0.9956709956709957,0.9868995633187773,0.9824561403508771,0.9883422331135501,0.005490541708883183
0.15909910202026367,0.012378400479620274,0.09569629033406575,0.043724146580377765,10,1,5,50,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 50}",0.46511627906976744,0.4175824175824176,0.2619047619047619,0.38153448618564895,0.08678832561896573,40,0.9411764705882353,0.9315068493150684,0.9406392694063926,0.9377741964365655,0.004437106882751865
0.3009248574574788,0.005749278941967122,0.07125147183736165,0.011875232590746665,10,1,5,100,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",0.4523809523809524,0.43478260869565216,0.3409090909090909,0.4093575506618985,0.04893069355060806,25,0.96,0.9406392694063926,0.9357798165137615,0.9454730286400514,0.01046193873917896
0.47068023681640625,0.007354486180674946,0.08545271555582683,0.005881759332473613,10,1,5,200,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200}",0.4470588235294118,0.41304347826086957,0.3409090909090909,0.4003371308997907,0.044257051274621394,31,0.9642857142857143,0.9502262443438914,0.9406392694063926,0.9517170760119994,0.009711008294874254
0.13902203241984049,0.014264199942743125,0.0664682388305664,0.016524161140929295,10,1,10,50,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 50}",0.4819277108433735,0.35294117647058826,0.3058823529411765,0.38025041341837945,0.07441925300499018,42,0.8415841584158416,0.8585365853658536,0.8627450980392157,0.8542886139403038,0.009146230092602407
0.27697277069091797,0.0679708856164445,0.07811983426411946,0.030755673567810077,10,1,10,100,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 100}",0.4819277108433735,0.37209302325581395,0.2857142857142857,0.37991167327115766,0.08029435644871047,43,0.8585365853658536,0.8529411764705882,0.845771144278607,0.8524163020383496,0.005224668500820859
0.5630073547363281,0.03732935165880712,0.10286585489908855,0.013146851237417535,10,1,10,200,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 200}",0.4878048780487805,0.35294117647058826,0.30952380952380953,0.3834232880143928,0.07590741813432136,38,0.875,0.8585365853658536,0.8737864077669902,0.8691076643776147,0.007491283162524098
0.12311800320943196,0.013547689187204478,0.053319454193115234,0.007199084115809957,10,2,2,50,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 50}",0.4827586206896552,0.35294117647058826,0.36363636363636365,0.3997787202655357,0.05883788271131296,32,0.9216589861751152,0.8909952606635071,0.9209302325581395,0.9111948264655872,0.014286348131531946
0.2978498935699463,0.060979262225102804,0.07116103172302246,0.013505579999084688,10,2,2,100,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",0.4827586206896552,0.4044943820224719,0.32558139534883723,0.40427813268698803,0.06416751573961646,29,0.9209302325581395,0.9065420560747663,0.9209302325581395,0.9161341737303484,0.006782651440201337
0.5498615900675455,0.022106982382256887,0.08892663319905598,0.0014865690144505238,10,2,2,200,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}",0.46511627906976744,0.38636363636363635,0.30952380952380953,0.38700124165240446,0.06352195972118964,34,0.9357798165137615,0.9308755760368663,0.9259259259259259,0.9308604394921846,0.004022848225283291
